course_id,course_type,year,enrollment_count,pre_score,post_score,pre_requirement,department
1194,online,2020,261,3.29,61,None,Technology
1195,classroom,2013,165,6.91,73,Beginner,Science
1196,online,2014,249,47.68,NA,Beginner,Mathematics
1197,online,2018,256,-,72,Beginner,Engineering
1198,online,2012,251,42.93,79,None,Science
1199,classroom,2012,170,-,68,Intermediate,Engineering
1200,classroom,2013,175,42.36,77,Beginner,Technology
1201,online,2018,241,9.44,72,Beginner,Science
1202,classroom,2014,170,45.14,80,Intermediate,Engineering
1203,online,2011,261,13.62,76,None,Technology
1204,online,2014,266,59.14,92,None,Engineering
1205,online,2014,231,22.97,74,Intermediate,Science
1206,online,2019,251,15.49,68,Beginner,Technology
1207,classroom,2019,165,26.88,69,Beginner,Science
1208,online,2018,256,6.54,74,None,Math
1209,online,2019,261,66.79,73,None,Technology
1210,online,2013,251,24.19,81,Beginner,Technology
1211,online,2016,236,3.69,71,Intermediate,Mathematics
1212,online,2015,251,31.23,66,NA,Science
1213,online,2019,246,65.38,74,Beginner,Math
1214,online,2017,261,73.42,94,None,Technology
1215,online,2017,261,69.97,73,None,Technology
1216,classroom,2014,175,83.76,82,Beginner,Technology
1217,online,2015,261,47.52,72,NA,Technology
1218,online,2013,251,34.63,72,Beginner,Technology
1219,online,2011,251,50.72,75,None,Science
1220,online,2011,251,9.82,57,Beginner,Technology
1221,online,2012,261,67.57,72,None,Technology
1222,online,2015,261,45.17,68,None,Technology
1223,classroom,2018,180,50.72,76,Beginner,Engineering
1224,online,2014,261,-,77,None,Technology
1225,online,2018,256,20.41,57,NA,Math
1226,online,2015,231,93.96,86,Intermediate,Science
1227,classroom,2021,175,51.52,79,Beginner,Technology
1228,online,2020,261,65.09,74,None,Technology
1229,online,2016,251,14.97,65,Beginner,Technology
1230,classroom,2016,185,40.87,76,None,Technology
1231,online,2014,261,20.86,78,None,Technology
1232,online,2015,246,22.24,62,Beginner,Mathematics
1233,classroom,2016,155,27.51,69,Intermediate,Science
1234,online,2018,256,7.84,61,Beginner,Engineering
1235,online,2013,241,92.64,80,Beginner,Science
1236,online,2021,241,93.65,92,Beginner,Science
1237,classroom,2017,180,20.44,73,NA,Mathematics
1238,online,2017,242,71.68,72,Beginner,Science
1239,classroom,2019,175,89.84,78,None,Science
1240,online,2017,251,75.04,76,Beginner,Technology
1241,online,2020,236,12.32,69,Intermediate,Mathematics
1242,online,2022,251,-,75,None,Science
1243,classroom,2011,165,55.22,76,Beginner,Science
1244,online,2016,261,94.38,NA,NA,Technology
1245,online,2021,251,-,69,Beginner,Technology
1246,online,2017,246,19.68,81,Beginner,Mathematics
1247,online,2013,251,16.12,67,Beginner,Technology
1248,online,2014,261,10.72,67,None,Technology
1249,classroom,2017,180,97.94,84,Beginner,Engineering
1250,classroom,2019,170,75.59,74,Intermediate,Engineering
1251,online,2019,261,73.12,82,None,Technology
1252,online,2022,256,19.36,77,None,Mathematics
1253,classroom,2011,190,72.58,77,None,Engineering
1254,classroom,2016,180,48.25,64,NA,Mathematics
1255,classroom,2013,180,62.49,65,Beginner,Engineering
1256,online,2018,261,-,96,None,Technology
1257,online,2011,241,52.82,NA,Beginner,Science
1258,online,2022,261,81.54,80,NA,Technology
1259,online,2015,251,62.33,71,None,Science
1260,online,2019,251,63.59,78,Beginner,Technology
1261,classroom,2014,170,24.84,64,Beginner,Mathematics
1262,online,2020,241,33.78,75,Beginner,Science
1263,classroom,2020,185,49.28,80,None,Technology
1264,online,2015,231,49.73,76,Intermediate,Science
1265,online,2017,251,23.25,65,Beginner,Technology
1266,online,2014,257,47.07,63,None,Math
1267,online,2021,261,80.89,86,NA,Technology
1268,online,2013,261,-,NA,None,Technology
1269,online,2016,241,64.13,NA,Beginner,Science
1270,online,2013,247,1.42,68,Beginner,Mathematics
1271,online,2019,251,49.36,79,Beginner,Technology
1272,online,2020,261,98.7,84,None,Technology
1273,online,2017,256,28.97,74,None,Mathematics
1274,online,2021,261,70.06,79,None,Technology
1275,classroom,2013,175,23.75,71,None,Science
1276,online,2015,241,70.07,89,Beginner,Science
1277,online,2012,257,57.92,84,None,Math
1278,classroom,2019,155,-,86,Intermediate,Science
1279,classroom,2019,155,18.57,69,Intermediate,Science
1280,classroom,2013,155,-,70,Intermediate,Science
1281,online,2017,247,40.47,NA,Beginner,Math
1282,online,2020,261,95.67,78,None,Technology
1283,online,2018,261,35.87,64,NA,Technology
1284,classroom,2011,171,-,69,Intermediate,Engineering
1285,online,2012,251,18.31,70,Beginner,Technology
1286,online,2011,251,48.93,73,Beginner,Technology
1287,online,2016,261,32.97,69,None,Technology
1288,online,2022,261,10.51,78,None,Technology
1289,online,2014,257,65.61,73,None,Math
1290,online,2012,246,99.84,86,Beginner,Math
1291,online,2020,241,38.56,71,Beginner,Science
1292,online,2014,252,29.15,73,None,Science
1293,classroom,2020,165,64.23,NA,Beginner,Science
1294,online,2011,266,64.57,69,None,Engineering
1295,online,2016,261,49.65,74,None,Technology
1296,online,2017,266,6.28,68,None,Engineering
1297,online,2016,257,34.37,76,None,Mathematics
1298,online,2020,261,93.58,88,None,Technology
1299,online,2013,261,98.5,81,None,Technology
1300,online,2020,256,14.28,65,None,Mathematics
1301,online,2011,256,92.36,75,None,Math
1302,online,2015,241,27.1,75,Beginner,Science
1303,online,2013,246,85.69,73,Beginner,Math
1304,online,2021,246,14.85,70,Beginner,Mathematics
1305,classroom,2016,170,3.78,73,Intermediate,Engineering
1306,online,2014,256,56.16,NA,Beginner,Engineering
1307,online,2021,251,56.92,75,Beginner,Technology
1308,online,2021,256,7.67,63,None,Mathematics
1309,online,2018,261,52.71,81,None,Technology
1310,online,2022,261,4.34,67,None,Technology
1311,online,2017,261,48.74,75,None,Technology
1312,online,2012,261,37.1,66,None,Technology
1313,online,2022,251,95.42,95,None,Science
1314,online,2019,261,80.22,84,None,Technology
1315,classroom,2015,156,9.61,71,Intermediate,Science
1316,classroom,2014,190,78.13,76,None,Engineering
1317,online,2014,261,71.31,76,None,Technology
1318,online,2016,241,51.58,71,Beginner,Science
1319,online,2018,241,72.98,66,Beginner,Science
1320,classroom,2015,169,64.84,71,Beginner,Math
1321,online,2020,256,66.58,NA,NA,Mathematics
1322,online,2011,241,82.28,78,Beginner,Science
1323,online,2012,241,-,77,Beginner,Science
1324,classroom,2014,170,47.77,73,Beginner,Mathematics
1325,online,2011,266,46.93,72,None,Engineering
1326,online,2013,246,3.28,62,Beginner,Math
1327,classroom,2011,175,46.58,75,Beginner,Technology
1328,online,2022,246,4.15,76,Beginner,Math
1329,classroom,2011,180,68.26,71,Beginner,Engineering
1330,online,2021,241,-,73,Beginner,Science
1331,online,2021,231,96.86,NA,Intermediate,Science
1332,online,2011,261,40.87,72,None,Technology
1333,online,2012,251,31.33,NA,Beginner,Technology
1334,online,2018,246,42.63,76,Beginner,Math
1335,online,2015,256,16.38,57,Beginner,Engineering
1336,online,2016,261,17.55,67,None,Technology
1337,classroom,2018,175,11.88,64,Beginner,Technology
1338,classroom,2017,175,77.35,NA,None,Science
1339,online,2013,251,81.59,79,Beginner,Technology
1340,classroom,2016,160,17.81,85,Intermediate,Math
1341,classroom,2015,165,34.77,70,Beginner,Science
1342,online,2016,241,2.64,68,Beginner,Science
1343,online,2017,261,29.01,71,None,Technology
1344,classroom,2016,161,87.01,77,Intermediate,Mathematics
1345,online,2012,257,94.9,80,None,Math
1346,online,2020,261,16.22,68,None,Technology
1347,online,2021,257,84.36,77,None,Math
1348,classroom,2021,185,47.07,63,None,Technology
1349,online,2016,261,-,84,None,Technology
1350,online,2016,256,86.25,70,None,Mathematics
1351,online,2018,257,82.94,85,None,Mathematics
1352,classroom,2011,165,18.34,55,Beginner,Science
1353,classroom,2021,165,83.71,70,Beginner,Science
1354,online,2022,251,84.9,NA,None,Science
1355,classroom,2022,165,12.11,75,Beginner,Science
1356,classroom,2015,155,67.11,NA,Intermediate,Science
1357,online,2015,261,73.79,NA,None,Technology
1358,online,2018,256,54.58,72,Beginner,Engineering
1359,online,2016,251,1.64,57,None,Science
1360,online,2011,251,78.23,81,None,Science
1361,online,2015,261,12.8,72,None,Technology
1362,online,2013,251,11.84,70,None,Science
1363,classroom,2015,180,83.17,77,None,Math
1364,online,2014,241,12.87,81,Beginner,Science
1365,online,2012,256,58.4,69,None,Math
1366,online,2018,246,7.11,NA,Beginner,Mathematics
1367,online,2019,261,79.05,88,None,Technology
1368,online,2012,261,95.72,92,None,Technology
1369,online,2012,236,78.54,81,Intermediate,Mathematics
1370,classroom,2015,175,96.79,79,None,Science
1371,classroom,2013,155,77.99,89,Intermediate,Science
1372,online,2018,261,68.64,77,None,Technology
1373,online,2011,261,8.28,68,None,Technology
1374,online,2021,256,91.99,87,None,Mathematics
1375,online,2019,231,40.34,70,Intermediate,Science
1376,online,2016,251,68.87,78,Beginner,Technology
1377,online,2015,251,25.95,75,Beginner,Technology
1378,classroom,2022,185,26.34,82,NA,Technology
1379,online,2014,261,23.44,61,None,Technology
1380,classroom,2016,165,33.59,81,Beginner,Science
1381,online,2016,251,44.97,83,None,Science
1382,online,2018,236,45.46,76,Intermediate,Math
1383,classroom,2015,180,87.34,71,Beginner,Engineering
1384,online,2018,251,40.17,67,Beginner,Technology
1385,online,2020,251,80.46,83,Beginner,Technology
1386,online,2016,251,-,81,None,Science
1387,online,2021,242,80.33,85,Beginner,Science
1388,online,2019,261,33.85,NA,None,Technology
1389,online,2017,261,-,74,None,Technology
1390,online,2018,247,12.89,72,Beginner,Mathematics
1391,online,2017,261,16.31,79,NA,Technology
1392,online,2018,251,24.98,74,None,Science
1393,online,2017,255,82.2,89,None,Mathematics
1394,online,2014,266,4.52,69,None,Engineering
1395,classroom,2020,180,44.79,64,Beginner,Engineering
1396,online,2019,246,28.5,69,Beginner,Mathematics
1397,online,2021,251,19.27,71,Beginner,Technology
1398,online,2022,256,2.87,68,None,Math
1399,online,2016,261,87.84,83,None,Technology
1400,online,2022,261,-,74,NA,Technology
1401,online,2019,261,12.94,72,None,Technology
1402,online,2015,236,71.38,71,Intermediate,Math
1403,classroom,2013,155,34.85,73,Intermediate,Science
1404,online,2011,261,3.38,61,None,Technology
1405,online,2011,251,33.57,71,Beginner,Technology
1406,classroom,2017,165,84.47,81,Beginner,Science
1407,classroom,2016,170,39.44,76,Beginner,Math
1408,classroom,2015,180,93.71,NA,Beginner,Engineering
1409,classroom,2016,155,9.08,60,Intermediate,Science
1410,online,2015,261,-,88,None,Technology
1411,online,2014,256,94.86,98,None,Math
1412,online,2022,261,-,75,None,Technology
1413,online,2020,256,85.34,103,None,Math
1414,classroom,2012,181,4.08,NA,None,Math
1415,online,2011,257,81.71,82,None,Math
1416,online,2022,266,89.27,NA,NA,Engineering
1417,online,2011,246,46.62,67,Intermediate,Engineering
1418,online,2022,236,26.89,NA,Intermediate,Math
1419,online,2019,251,2.48,66,Beginner,Technology
1420,classroom,2014,175,96.12,81,Beginner,Technology
1421,online,2018,247,70.09,71,Beginner,Mathematics
1422,classroom,2019,180,57.43,88,None,Math
1423,online,2018,257,98.91,90,None,Mathematics
1424,online,2022,261,2.69,NA,None,Technology
1425,classroom,2016,165,34.22,79,Beginner,Science
1426,online,2022,251,34.03,NA,None,Science
1427,online,2022,261,14.42,60,None,Technology
1428,online,2013,261,95.78,82,None,Technology
1429,online,2011,251,54.82,68,Beginner,Technology
1430,online,2012,261,17.94,63,None,Technology
1431,classroom,2015,181,8.08,55,None,Math
1432,classroom,2016,170,27.44,76,Intermediate,Engineering
1433,online,2019,231,89.99,73,Intermediate,Science
1434,online,2011,246,25.3,67,Intermediate,Engineering
1435,online,2022,256,96.28,81,NA,Math
1436,online,2014,261,45.39,NA,None,Technology
1437,online,2014,261,89.66,70,NA,Technology
1438,classroom,2017,181,30.27,71,Beginner,Engineering
1439,online,2022,266,19.28,76,None,Engineering
1440,online,2021,261,13.66,70,None,Technology
1441,online,2015,237,22.21,72,Intermediate,Math
1442,classroom,2020,175,27.8,69,Beginner,Technology
1443,online,2022,251,26.68,NA,Beginner,Technology
1444,classroom,2019,159,92.57,83,Intermediate,Math
1445,online,2013,261,40.39,73,None,Technology
1446,classroom,2018,165,12.28,64,Intermediate,Technology
1447,online,2012,261,91.35,84,None,Technology
1448,classroom,2014,170,51.97,81,Intermediate,Engineering
1449,online,2017,241,52.56,81,Beginner,Science
1450,online,2021,246,89.57,79,Intermediate,Engineering
1451,online,2022,256,15.38,68,Beginner,Engineering
1452,online,2012,241,21.54,79,Beginner,Science
1453,classroom,2020,180,46.77,68,NA,Math
1454,online,2021,261,-,75,NA,Technology
1455,classroom,2013,185,45.81,73,None,Technology
1456,classroom,2021,170,98.01,97,Intermediate,Engineering
1457,online,2017,251,55.09,88,Beginner,Technology
1458,online,2022,261,9.46,72,None,Technology
1459,online,2014,251,12.12,62,NA,Science
1460,online,2011,261,38.74,86,None,Technology
1461,online,2020,231,5.07,61,Intermediate,Science
1462,online,2021,261,65.17,66,None,Technology
1463,online,2020,241,85.23,90,Beginner,Science
1464,online,2012,247,77.3,77,Beginner,Math
1465,online,2022,261,39.37,68,None,Technology
1466,classroom,2021,180,62.4,83,Beginner,Engineering
1467,classroom,2014,165,50.52,NA,Beginner,Science
1468,classroom,2022,181,22.14,79,None,Math
1469,online,2017,251,35.52,68,Beginner,Technology
1470,classroom,2013,155,91.81,NA,Intermediate,Science
1471,classroom,2018,170,15.38,63,Intermediate,Engineering
1472,online,2016,251,27.44,66,Beginner,Technology
1473,online,2011,256,46.82,61,None,Mathematics
1474,online,2014,261,2.19,61,None,Technology
1475,online,2019,241,39.15,NA,Beginner,Science
1476,classroom,2013,170,70.04,79,Intermediate,Engineering
1477,online,2020,246,89.08,79,Beginner,Mathematics
1478,online,2015,241,51.71,82,Beginner,Science
1479,online,2017,261,1.55,59,None,Technology
1480,online,2022,256,99.61,79,NA,Mathematics
1481,classroom,2014,170,80.34,77,Intermediate,Engineering
1482,online,2017,256,59,73,None,Math
1483,online,2017,246,91.17,78,Beginner,Math
1484,online,2020,231,47.91,80,Intermediate,Science
1485,online,2017,261,25.77,82,None,Technology
1486,online,2017,261,71.51,77,None,Technology
1487,online,2015,241,-,82,Beginner,Science
1488,classroom,2019,155,51.33,83,Intermediate,Science
1489,online,2011,256,82.92,74,Beginner,Engineering
1490,classroom,2016,171,34.09,78,Beginner,Mathematics
1491,online,2018,241,1.59,NA,Beginner,Science
1492,online,2020,261,56.19,77,None,Technology
1493,online,2021,257,-,94,None,Mathematics
1494,online,2015,241,97.47,82,Beginner,Science
1495,online,2013,261,58.89,80,None,Technology
1496,online,2018,261,86.11,79,None,Technology
1497,online,2015,256,48.69,77,Beginner,Engineering
1498,online,2012,256,36.99,84,None,Math
1499,classroom,2011,180,9.78,63,None,Mathematics
1500,online,2017,247,77.35,72,Beginner,Mathematics
1501,online,2014,261,91.06,NA,None,Technology
1502,classroom,2011,185,67.56,88,None,Technology
1503,online,2014,251,12.11,NA,Beginner,Technology
1504,online,2012,261,88.74,66,None,Technology
1505,online,2017,251,-,88,Beginner,Technology
1506,online,2018,231,89.2,72,Intermediate,Science
1507,online,2022,261,-,71,None,Technology
1508,online,2018,256,36.85,74,Beginner,Engineering
1509,online,2015,256,-,81,None,Math
1510,online,2011,246,82.93,77,Beginner,Math
1511,online,2014,267,3.15,69,None,Engineering
1512,online,2020,266,1.34,61,None,Engineering
1513,online,2013,261,-,78,None,Technology
1514,online,2015,246,89.07,79,Beginner,Mathematics
1515,online,2013,251,63.66,77,Beginner,Technology
1516,online,2015,231,54.11,64,Intermediate,Science
1517,online,2011,251,-,67,Beginner,Technology
1518,classroom,2013,175,95.51,NA,None,Science
1519,online,2013,241,97.74,89,Beginner,Science
1520,online,2014,241,12.12,55,Beginner,Science
1521,online,2011,251,40.97,75,Beginner,Technology
1522,online,2022,256,37.33,68,None,Math
1523,online,2019,231,37.77,73,Intermediate,Science
1524,online,2013,246,29.79,NA,Intermediate,Engineering
1525,online,2017,246,75.7,76,Beginner,Math
1526,online,2016,261,42.35,79,None,Technology
1527,online,2015,256,-,73,None,Mathematics
1528,online,2013,252,75.22,75,NA,Science
1529,online,2017,256,69.91,89,None,Math
1530,classroom,2021,180,44.25,79,None,Mathematics
1531,classroom,2019,180,42.27,76,Beginner,Engineering
1532,online,2021,241,-,NA,Beginner,Science
1533,classroom,2018,185,45.14,71,None,Technology
1534,classroom,2012,165,62.13,87,Beginner,Science
1535,online,2022,261,59.99,83,None,Technology
1536,online,2011,261,65.19,75,None,Technology
1537,online,2016,231,86.92,71,Intermediate,Science
1538,classroom,2011,155,46.26,89,Intermediate,Science
1539,online,2017,231,15.79,63,Intermediate,Science
1540,classroom,2013,156,81.61,NA,Intermediate,Science
1541,online,2014,261,43.75,97,None,Technology
1542,classroom,2021,175,65.94,75,None,Science
1543,online,2013,256,27.56,61,None,Mathematics
1544,online,2017,261,-,87,NA,Technology
1545,online,2015,232,1.87,63,Intermediate,Science
1546,online,2011,246,49.48,67,Beginner,Mathematics
1547,online,2019,251,68.93,78,Beginner,Technology
1548,online,2022,241,45,67,Beginner,Science
1549,online,2015,261,-,69,None,Technology
1550,online,2011,251,21.37,NA,NA,Science
1551,online,2016,251,75.2,67,None,Science
1552,classroom,2021,175,72.04,88,None,Science
1553,online,2014,246,5.52,70,Beginner,Math
1554,online,2014,251,96.5,74,Beginner,Technology
1555,online,2021,255,85.02,98,None,Math
1556,online,2012,251,97.99,87,None,Science
1557,classroom,2020,180,12.44,79,Beginner,Engineering
1558,online,2017,255,2.42,67,None,Mathematics
1559,classroom,2017,165,48,70,Beginner,Science
1560,online,2012,261,13.54,66,NA,Technology
1561,online,2022,261,14.61,68,None,Technology
1562,classroom,2021,165,17.81,68,Beginner,Science
1563,online,2022,266,38.47,87,None,Engineering
1564,online,2022,241,54.21,NA,Intermediate,Technology
1565,classroom,2013,175,23.94,82,Beginner,Technology
1566,classroom,2017,175,86.43,78,Beginner,Technology
1567,classroom,2013,180,22.68,65,Beginner,Engineering
1568,online,2017,256,-,91,Beginner,Engineering
1569,classroom,2019,180,93.27,80,Beginner,Engineering
1570,classroom,2021,170,39.47,75,Intermediate,Engineering
1571,online,2017,251,7.59,64,Beginner,Technology
1572,online,2016,261,4.74,66,None,Technology
1573,online,2015,246,59.86,74,Beginner,Mathematics
1574,classroom,2017,170,94.74,95,Intermediate,Engineering
1575,classroom,2022,165,94.56,87,Beginner,Science
1576,online,2017,241,94.92,87,Beginner,Science
1577,classroom,2021,160,69.07,89,Intermediate,Math
1578,classroom,2020,159,18.01,70,Intermediate,Mathematics
1579,online,2014,257,81.57,86,None,Math
1580,online,2022,256,20.01,70,None,Mathematics
1581,online,2021,251,31.06,73,Beginner,Technology
1582,classroom,2015,180,-,74,NA,Mathematics
1583,online,2021,241,3.42,65,Beginner,Science
1584,online,2011,231,46.1,72,Intermediate,Science
1585,classroom,2013,170,93.57,86,Intermediate,Engineering
1586,online,2014,246,76.82,92,Beginner,Math
1587,online,2021,261,18.09,83,None,Technology
1588,online,2012,251,17.58,NA,Beginner,Technology
1589,online,2015,256,36.36,75,None,Mathematics
1590,online,2020,261,27.69,72,None,Technology
1591,online,2012,256,45.15,69,None,Math
1592,classroom,2020,165,32.2,66,Beginner,Science
1593,online,2015,257,-,82,None,Mathematics
1594,classroom,2016,180,63.31,70,Beginner,Engineering
1595,online,2017,251,79.49,70,Beginner,Technology
1596,online,2016,261,35.37,74,None,Technology
1597,online,2021,241,68.83,68,Beginner,Science
1598,online,2015,261,97.32,80,None,Technology
1599,online,2020,255,53.5,78,None,Math
1600,classroom,2015,165,-,71,Beginner,Science
1601,online,2014,241,24.11,NA,Beginner,Science
1602,online,2011,257,1.63,62,None,Math
1603,online,2011,241,8.63,68,Beginner,Science
1604,online,2020,241,32.09,65,Beginner,Science
1605,online,2014,236,91.21,73,Intermediate,Math
1606,online,2017,266,-,NA,None,Engineering
1607,online,2018,246,28.82,62,Beginner,Mathematics
1608,online,2022,256,83.48,89,None,Math
1609,classroom,2014,165,16.7,67,Beginner,Science
1610,online,2022,246,30.29,84,Beginner,Math
1611,online,2022,261,41.36,NA,None,Technology
1612,classroom,2011,165,14.31,68,Beginner,Science
1613,online,2015,231,36.49,70,Intermediate,Science
1614,online,2011,251,28.02,63,None,Science
1615,classroom,2021,170,74.01,75,Intermediate,Engineering
1616,online,2019,261,53.28,80,None,Technology
1617,online,2015,266,27.59,70,NA,Engineering
1618,online,2017,241,91.85,82,Beginner,Science
1619,classroom,2018,165,97.24,92,Beginner,Science
1620,online,2018,256,42.69,56,None,Mathematics
1621,online,2018,251,29.32,84,None,Science
1622,online,2015,261,8.98,67,None,Technology
1623,classroom,2018,190,51.07,77,None,Engineering
1624,online,2014,251,69.44,75,None,Science
1625,online,2016,261,59.06,71,None,Technology
1626,online,2013,246,29.49,78,Intermediate,Engineering
1627,classroom,2014,170,22.53,72,Intermediate,Engineering
1628,online,2012,266,48.67,66,None,Engineering
1629,online,2019,256,1.62,60,NA,Math
1630,classroom,2020,165,16.01,76,Beginner,Science
1631,classroom,2012,155,90.01,NA,Intermediate,Science
1632,online,2019,261,20.99,69,None,Technology
1633,online,2015,261,47.96,77,None,Technology
1634,online,2017,261,25.31,66,None,Technology
1635,classroom,2011,165,25.97,67,Beginner,Science
1636,online,2022,261,16.39,69,None,Technology
1637,online,2012,257,90.43,90,Beginner,Engineering
1638,online,2011,251,82,77,None,Science
1639,online,2017,251,63.05,68,None,Science
1640,online,2011,240,12.8,71,Beginner,Science
1641,classroom,2016,181,94.83,79,None,Mathematics
1642,online,2013,261,-,86,None,Technology
1643,online,2013,246,48.34,78,Beginner,Mathematics
1644,classroom,2017,155,65.61,79,Intermediate,Science
1645,online,2022,256,43.91,64,None,Math
1646,classroom,2016,180,15.75,66,None,Mathematics
1647,online,2020,261,94.2,85,None,Technology
1648,classroom,2017,180,11.96,66,Beginner,Engineering
1649,online,2011,256,67.67,77,None,Mathematics
1650,online,2021,251,10.85,68,None,Science
1651,classroom,2022,155,-,79,Intermediate,Science
1652,classroom,2013,170,86.49,77,Intermediate,Engineering
1653,classroom,2016,155,70.08,75,Intermediate,Science
1654,online,2021,256,-,94,None,Mathematics
1655,classroom,2018,155,45.92,82,Intermediate,Science
1656,online,2019,261,19.94,62,None,Technology
1657,online,2013,231,68.9,74,Intermediate,Science
1658,classroom,2014,180,85.6,NA,None,Math
1659,online,2021,241,35.49,74,Beginner,Science
1660,classroom,2014,165,37.69,59,Beginner,Science
1661,online,2021,261,40.31,66,None,Technology
1662,online,2019,251,76.68,73,None,Science
1663,online,2018,261,52.46,82,None,Technology
1664,online,2016,261,40.24,NA,None,Technology
1665,classroom,2017,160,41.83,NA,Intermediate,Mathematics
1666,online,2021,261,58.15,70,None,Technology
1667,online,2020,256,9.63,59,None,Mathematics
1668,online,2016,236,22.02,61,Intermediate,Mathematics
1669,online,2017,256,22.85,65,NA,Math
1670,online,2012,241,11.03,NA,Intermediate,Technology
1671,online,2020,261,-,NA,None,Technology
1672,online,2016,251,3.48,83,Beginner,Technology
1673,online,2022,261,96.89,NA,None,Technology
1674,online,2015,251,89.22,79,Beginner,Technology
1675,online,2012,246,36.81,80,Beginner,Math
1676,online,2017,261,87.23,80,None,Technology
1677,online,2011,261,83.11,98,None,Technology
1678,online,2015,256,87.25,78,Beginner,Engineering
1679,online,2011,257,99.6,88,None,Math
1680,classroom,2013,180,25.04,82,Beginner,Engineering
1681,online,2015,261,34.15,73,NA,Technology
1682,online,2022,231,37.36,77,Intermediate,Science
1683,online,2017,261,92.96,NA,None,Technology
1684,classroom,2019,170,95.78,77,Beginner,Mathematics
1685,classroom,2013,165,22.7,71,Intermediate,Technology
1686,online,2011,251,47.25,68,None,Science
1687,online,2015,261,6.35,NA,None,Technology
1688,online,2022,251,18.23,73,NA,Science
1689,classroom,2014,170,70.96,73,Beginner,Math
1690,online,2014,251,54.38,84,None,Science
1691,online,2019,256,6.92,NA,None,Math
1692,online,2014,251,8.07,69,None,Science
1693,classroom,2019,180,13.73,63,None,Math
1694,online,2016,256,-,68,None,Math
1695,online,2018,251,48.77,NA,NA,Science
1696,classroom,2021,175,48.32,81,None,Science
1697,classroom,2021,181,80.92,77,NA,Mathematics
1698,online,2016,246,60.37,70,Beginner,Math
1699,online,2016,251,16.58,83,Beginner,Technology
1700,online,2012,261,58.48,77,None,Technology
1701,online,2021,247,64.22,60,Beginner,Math
1702,online,2016,261,-,NA,None,Technology
1703,online,2018,252,58.77,78,None,Science
1704,online,2019,261,88.71,NA,None,Technology
1705,classroom,2013,185,6.75,72,None,Technology
1706,classroom,2017,170,62.61,66,Intermediate,Engineering
1707,online,2020,256,12.15,71,None,Mathematics
1708,online,2012,261,26.78,75,NA,Technology
1709,classroom,2016,155,16.96,75,Intermediate,Science
1710,online,2020,257,8.35,66,None,Mathematics
1711,online,2013,256,13.78,77,None,Mathematics
1712,classroom,2016,175,-,75,None,Science
1713,online,2013,261,-,80,None,Technology
1714,online,2018,251,88.64,78,Beginner,Technology
1715,online,2013,261,83.28,80,None,Technology
1716,online,2018,261,58.56,69,None,Technology
1717,classroom,2018,166,70.07,NA,Beginner,Science
1718,online,2018,251,11.28,68,None,Science
1719,classroom,2015,165,85.13,80,Beginner,Science
1720,online,2011,231,51.39,66,Intermediate,Science
1721,online,2020,256,69.6,77,None,Mathematics
1722,online,2021,257,33.57,82,None,Math
1723,classroom,2022,164,63.77,78,Beginner,Science
1724,online,2013,246,94.84,76,Beginner,Math
1725,classroom,2020,155,59.42,66,Intermediate,Science
1726,online,2014,242,22.01,60,Beginner,Science
1727,online,2018,241,6.74,64,Intermediate,Technology
1728,classroom,2018,180,9.56,66,Beginner,Engineering
1729,online,2017,251,18.01,55,Beginner,Technology
1730,online,2014,256,9.47,NA,NA,Mathematics
1731,online,2012,256,14,69,Beginner,Engineering
1732,classroom,2021,180,82.96,77,Beginner,Engineering
1733,online,2018,247,53.84,85,Beginner,Math
1734,online,2020,261,26.21,76,NA,Technology
1735,classroom,2016,185,98.83,78,None,Technology
1736,online,2020,262,7.02,71,None,Technology
1737,classroom,2021,165,-,83,Beginner,Science
1738,classroom,2018,170,20.73,73,Intermediate,Engineering
1739,online,2021,261,62.51,74,None,Technology
1740,online,2012,261,60.58,74,None,Technology
1741,online,2014,261,70.84,81,None,Technology
1742,online,2017,261,85.51,78,None,Technology
1743,online,2012,251,82.66,NA,Beginner,Technology
1744,online,2020,256,20.45,59,None,Mathematics
1745,online,2015,241,85.21,NA,Beginner,Science
1746,classroom,2020,160,4.07,68,Intermediate,Mathematics
1747,online,2011,251,43.05,NA,None,Science
1748,online,2013,256,17.86,83,None,Mathematics
1749,online,2014,251,21.94,NA,None,Science
1750,online,2022,251,28.91,68,Beginner,Technology
1751,online,2018,257,55.81,NA,None,Mathematics
1752,classroom,2013,165,66.67,68,Intermediate,Technology
1753,online,2022,261,10.29,69,None,Technology
1754,online,2021,251,70.28,76,Beginner,Technology
1755,classroom,2014,155,9.01,70,Intermediate,Science
1756,online,2016,261,30.91,83,None,Technology
1757,online,2013,255,-,79,None,Mathematics
1758,classroom,2013,169,74.26,69,Beginner,Math
1759,online,2022,261,71.52,79,None,Technology
1760,online,2016,246,8.9,72,Beginner,Math
1761,online,2017,246,28.1,66,Beginner,Math
1762,online,2012,257,42.66,89,None,Mathematics
1763,online,2018,251,16.78,61,Beginner,Technology
1764,online,2016,242,22.6,75,Beginner,Science
1765,online,2014,247,80.19,74,Beginner,Mathematics
1766,online,2021,236,31.28,61,Intermediate,Mathematics
1767,online,2021,241,65.22,76,Beginner,Science
1768,classroom,2015,180,41.17,77,NA,Mathematics
1769,classroom,2022,180,-,NA,Beginner,Engineering
1770,online,2018,256,92.55,85,None,Math
